medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED01603,Carbimazole,Carbimazole-Plus-DR.,Antithyroid,Tablet,125,Hyperthyroidism,Dr. Reddy's,1746.82,True
MED01604,Prednisolone,Prednisolone-LUP,Corticosteroid,Ointment,N/A,Inflammation and autoimmune conditions,Lupin,2371.29,True
MED01605,Metronidazole,Metronidazole DS-AUR,Antibiotic/Antiprotozoal,Inhaler,N/A,Anaerobic and parasitic infections,Aurobindo Pharma,203.04,True
MED01606,Doxycycline,Doxycycline-ZYD,Antibiotic (Tetracycline),Syrup,250,Bacterial infections,Zydus Cadila,558.99,False
MED01607,Fluconazole,Fluconazole-MAN,Antifungal,Powder,25,Fungal infections,Mankind Pharma,1560.93,True
MED01608,Acyclovir,Acyclovir XR-TOR,Antiviral,Syrup,650,Herpes virus infections,Torrent Pharma,1148.69,True
MED01609,Oseltamivir,Oseltamivir-Plus-ALK,Antiviral,Capsule,500,Influenza,Alkem Labs,414.62,False
MED01610,Artemether-Lumefantrine,Artemether-Lumefantrine-GLE,Antimalarial,Cream,N/A,Malaria treatment,Glenmark,984.82,True
MED01611,Chloroquine,Chloroquine-Forte-SUN,Antimalarial,Cream,N/A,Malaria prevention and treatment,Sun Pharma,988.78,True
MED01612,Ondansetron,Ondansetron DS-CIP,Antiemetic,Inhaler,N/A,Nausea and vomiting,Cipla,1486.37,True
MED01613,Domperidone,Domperidone-DR.,Antiemetic/Prokinetic,Ointment,N/A,Nausea and GI motility,Dr. Reddy's,1678.11,False
MED01614,Loperamide,Loperamide-LUP,Antidiarrheal,Ointment,N/A,Diarrhea,Lupin,1771.29,True
MED01615,Oral Rehydration Salts,Oral XR-AUR,Electrolyte Replacement,Syrup,125,Dehydration,Aurobindo Pharma,489.18,False
MED01616,Diazepam,Diazepam-Plus-ZYD,Benzodiazepine,Cream,N/A,Anxiety and seizures,Zydus Cadila,1710.83,True
MED01617,Sertraline,Sertraline DS-MAN,SSRI Antidepressant,Cream,N/A,Depression and anxiety,Mankind Pharma,1584.65,True
MED01618,Fluoxetine,Fluoxetine-TOR,SSRI Antidepressant,Cream,N/A,Depression,Torrent Pharma,1390.85,True
MED01619,Escitalopram,Escitalopram-Plus-ALK,SSRI Antidepressant,Capsule,10,Anxiety and depression,Alkem Labs,1717.27,True
MED01620,Risperidone,Risperidone-GLE,Antipsychotic,Injection,250,Schizophrenia and bipolar disorder,Glenmark,827.86,True
MED01621,Sodium Valproate,Sodium-SUN,Anticonvulsant,Cream,N/A,Epilepsy and bipolar disorder,Sun Pharma,542.07,True
MED01622,Levetiracetam,Levetiracetam-CIP,Anticonvulsant,Powder,500,Epilepsy,Cipla,1778.4,True
MED01623,Gabapentin,Gabapentin DS-DR.,Anticonvulsant/Analgesic,Eye Drops,N/A,Nerve pain and seizures,Dr. Reddy's,1243.78,False
MED01624,Warfarin,Warfarin XR-LUP,Anticoagulant,Eye Drops,N/A,Blood clot prevention,Lupin,140.78,False
MED01625,Clopidogrel,Clopidogrel-Forte-AUR,Antiplatelet,Eye Drops,N/A,Stroke and heart attack prevention,Aurobindo Pharma,309.45,True
MED01626,Furosemide,Furosemide DS-ZYD,Diuretic,Powder,25,Fluid retention and heart failure,Zydus Cadila,583.99,False
MED01627,Hydrochlorothiazide,Hydrochlorothiazide-MAN,Diuretic,Tablet,650,High blood pressure,Mankind Pharma,1831.8,True
MED01628,Spironolactone,Spironolactone-TOR,Diuretic,Eye Drops,N/A,Heart failure and fluid retention,Torrent Pharma,2247.07,True
MED01629,Diclofenac,Diclofenac-ALK,NSAID,Syrup,250,Pain and inflammation,Alkem Labs,2231.23,False
MED01630,Tramadol,Tramadol-GLE,Opioid Analgesic,Eye Drops,N/A,Moderate to severe pain,Glenmark,812.62,True
MED01631,Morphine,Morphine-Plus-SUN,Opioid Analgesic,Eye Drops,N/A,Severe pain,Sun Pharma,278.69,True
MED01632,Methotrexate,Methotrexate XR-CIP,Antimetabolite/DMARD,Syrup,650,Rheumatoid arthritis and cancer,Cipla,1107.9,True
MED01633,Hydroxychloroquine,Hydroxychloroquine DS-DR.,Antimalarial/DMARD,Powder,1000,Lupus and rheumatoid arthritis,Dr. Reddy's,376.55,True
MED01634,Allopurinol,Allopurinol-Forte-LUP,Antigout,Cream,N/A,Gout management,Lupin,1036.74,True
MED01635,Calcium Carbonate,Calcium-AUR,Mineral Supplement,Tablet,50,Calcium deficiency,Aurobindo Pharma,758.0,True
MED01636,Ferrous Sulfate,Ferrous XR-ZYD,Iron Supplement,Inhaler,N/A,Iron deficiency anemia,Zydus Cadila,1141.58,True
MED01637,Folic Acid,Folic-MAN,Vitamin Supplement,Syrup,10,Anemia and pregnancy,Mankind Pharma,309.12,True
MED01638,Vitamin D3,Vitamin XR-TOR,Vitamin Supplement,Eye Drops,N/A,Vitamin D deficiency,Torrent Pharma,2303.37,True
MED01639,Vitamin B12,Vitamin-Plus-ALK,Vitamin Supplement,Capsule,500,B12 deficiency,Alkem Labs,444.46,True
MED01640,Multivitamin,Multivitamin-GLE,Vitamin Supplement,Capsule,500,General nutritional support,Glenmark,270.62,False
MED01641,Clotrimazole,Clotrimazole-SUN,Antifungal (Topical),Ointment,N/A,Skin fungal infections,Sun Pharma,727.54,True
MED01642,Hydrocortisone Cream,Hydrocortisone-CIP,Corticosteroid (Topical),Capsule,650,Skin inflammation,Cipla,1288.67,True
MED01643,Benzoyl Peroxide,Benzoyl DS-DR.,Topical Antiacne,Powder,50,Acne treatment,Dr. Reddy's,974.61,True
MED01644,Salicylic Acid,Salicylic-LUP,Keratolytic,Inhaler,N/A,Acne and skin conditions,Lupin,2359.49,True
MED01645,Latanoprost,Latanoprost-Forte-AUR,Antiglaucoma,Injection,500,Glaucoma,Aurobindo Pharma,2138.39,True
MED01646,Timolol Eye Drops,Timolol-Forte-ZYD,Antiglaucoma,Eye Drops,N/A,Glaucoma,Zydus Cadila,2102.15,True
MED01647,Artificial Tears,Artificial DS-MAN,Ocular Lubricant,Syrup,5,Dry eyes,Mankind Pharma,2143.91,True
MED01648,Chlorpheniramine,Chlorpheniramine XR-TOR,Antihistamine,Ointment,N/A,Allergy and cold symptoms,Torrent Pharma,1635.56,True
MED01649,Dextromethorphan,Dextromethorphan XR-ALK,Antitussive,Syrup,5,Cough suppression,Alkem Labs,1340.19,True
MED01650,Guaifenesin,Guaifenesin XR-GLE,Expectorant,Syrup,100,Chest congestion,Glenmark,2173.05,True
MED01651,Pantoprazole,Pantoprazole-Forte-SUN,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux and ulcers,Sun Pharma,498.09,True
MED01652,Rabeprazole,Rabeprazole DS-CIP,Proton Pump Inhibitor,Ointment,N/A,Acid reflux,Cipla,326.63,False
MED01653,Simvastatin,Simvastatin-DR.,Statin,Inhaler,N/A,Cholesterol management,Dr. Reddy's,524.39,True
MED01654,Rosuvastatin,Rosuvastatin-Forte-LUP,Statin,Powder,500,Cholesterol management,Lupin,130.38,True
MED01655,Enalapril,Enalapril-AUR,Antihypertensive (ACE Inhibitor),Ointment,N/A,High blood pressure,Aurobindo Pharma,210.37,True
MED01656,Ramipril,Ramipril XR-ZYD,Antihypertensive (ACE Inhibitor),Powder,1000,High blood pressure and heart failure,Zydus Cadila,2066.72,True
MED01657,Digoxin,Digoxin-Plus-MAN,Cardiac Glycoside,Ointment,N/A,Heart failure and arrhythmia,Mankind Pharma,1115.3,False
MED01658,Amiodarone,Amiodarone-Plus-TOR,Antiarrhythmic,Ointment,N/A,Irregular heartbeat,Torrent Pharma,1081.54,True
MED01659,Heparin,Heparin-ALK,Anticoagulant,Powder,500,Blood clot prevention (acute),Alkem Labs,555.94,False
MED01660,Insulin Regular,Insulin DS-GLE,Antidiabetic (Insulin),Ointment,N/A,Diabetes mellitus,Glenmark,1438.26,True
MED01661,Glimepiride,Glimepiride-Forte-SUN,Antidiabetic (Sulfonylurea),Capsule,5,Type 2 diabetes,Sun Pharma,2103.86,True
MED01662,Pioglitazone,Pioglitazone-CIP,Antidiabetic (Thiazolidinedione),Ointment,N/A,Type 2 diabetes,Cipla,2052.03,True
MED01663,Montelukast,Montelukast DS-DR.,Leukotriene Antagonist,Powder,650,Asthma and allergies,Dr. Reddy's,781.76,True
MED01664,Budesonide Inhaler,Budesonide DS-LUP,Corticosteroid (Inhaled),Eye Drops,N/A,Asthma and COPD,Lupin,1691.71,True
MED01665,Ipratropium Bromide,Ipratropium DS-AUR,Bronchodilator (Anticholinergic),Eye Drops,N/A,COPD,Aurobindo Pharma,220.73,True
MED01666,Isoniazid,Isoniazid-ZYD,Antitubercular,Injection,250,Tuberculosis,Zydus Cadila,1156.74,True
MED01667,Rifampicin,Rifampicin-Forte-MAN,Antitubercular,Capsule,650,Tuberculosis,Mankind Pharma,780.63,True
MED01668,Ethambutol,Ethambutol-TOR,Antitubercular,Tablet,5,Tuberculosis,Torrent Pharma,905.57,True
MED01669,Pyrazinamide,Pyrazinamide-ALK,Antitubercular,Powder,250,Tuberculosis,Alkem Labs,2032.28,True
MED01670,Zidovudine,Zidovudine-GLE,Antiretroviral,Injection,125,HIV management,Glenmark,1197.46,True
MED01671,Tenofovir,Tenofovir-Forte-SUN,Antiretroviral,Injection,125,HIV and Hepatitis B,Sun Pharma,730.82,False
MED01672,Lamivudine,Lamivudine DS-CIP,Antiretroviral,Powder,5,HIV management,Cipla,457.2,True
MED01673,Paracetamol,Paracetamol-Forte-DR.,Analgesic/Antipyretic,Cream,N/A,Fever and pain relief,Dr. Reddy's,372.57,True
MED01674,Ibuprofen,Ibuprofen XR-LUP,NSAID,Injection,250,Pain and inflammation relief,Lupin,2316.05,True
MED01675,Aspirin,Aspirin-AUR,NSAID/Antiplatelet,Ointment,N/A,Pain relief and blood thinning,Aurobindo Pharma,861.35,True
MED01676,Amoxicillin,Amoxicillin-Forte-ZYD,Antibiotic (Penicillin),Syrup,500,Bacterial infections,Zydus Cadila,756.42,True
MED01677,Azithromycin,Azithromycin-MAN,Antibiotic (Macrolide),Inhaler,N/A,Respiratory and skin infections,Mankind Pharma,984.05,True
MED01678,Ciprofloxacin,Ciprofloxacin-TOR,Antibiotic (Fluoroquinolone),Injection,125,Urinary and GI infections,Torrent Pharma,408.3,True
MED01679,Metformin,Metformin-ALK,Antidiabetic (Biguanide),Inhaler,N/A,Type 2 diabetes management,Alkem Labs,346.69,True
MED01680,Insulin Glargine,Insulin-Plus-GLE,Antidiabetic (Insulin),Inhaler,N/A,Diabetes mellitus,Glenmark,2041.45,True
MED01681,Amlodipine,Amlodipine-SUN,Antihypertensive (CCB),Tablet,100,High blood pressure,Sun Pharma,2189.03,True
MED01682,Losartan,Losartan-Plus-CIP,Antihypertensive (ARB),Eye Drops,N/A,High blood pressure,Cipla,132.35,True
MED01683,Atenolol,Atenolol-Forte-DR.,Antihypertensive (Beta-blocker),Powder,5,High blood pressure and arrhythmia,Dr. Reddy's,1850.13,True
MED01684,Atorvastatin,Atorvastatin-LUP,Statin,Inhaler,N/A,Cholesterol management,Lupin,1145.29,True
MED01685,Omeprazole,Omeprazole-Plus-AUR,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux and ulcers,Aurobindo Pharma,160.7,True
MED01686,Ranitidine,Ranitidine DS-ZYD,H2 Blocker,Tablet,5,Acid reflux,Zydus Cadila,2342.05,True
MED01687,Cetirizine,Cetirizine-Plus-MAN,Antihistamine,Eye Drops,N/A,Allergy relief,Mankind Pharma,818.34,True
MED01688,Loratadine,Loratadine-Plus-TOR,Antihistamine,Injection,5,Allergy relief,Torrent Pharma,1407.37,True
MED01689,Salbutamol,Salbutamol XR-ALK,Bronchodilator,Cream,N/A,Asthma and COPD,Alkem Labs,1129.36,False
MED01690,Levothyroxine,Levothyroxine-Plus-GLE,Thyroid Hormone,Inhaler,N/A,Hypothyroidism,Glenmark,290.54,True
MED01691,Carbimazole,Carbimazole XR-SUN,Antithyroid,Syrup,1000,Hyperthyroidism,Sun Pharma,1963.72,True
MED01692,Prednisolone,Prednisolone XR-CIP,Corticosteroid,Injection,250,Inflammation and autoimmune conditions,Cipla,2166.06,False
MED01693,Metronidazole,Metronidazole DS-DR.,Antibiotic/Antiprotozoal,Capsule,25,Anaerobic and parasitic infections,Dr. Reddy's,1172.99,True
MED01694,Doxycycline,Doxycycline DS-LUP,Antibiotic (Tetracycline),Powder,1000,Bacterial infections,Lupin,2486.14,True
MED01695,Fluconazole,Fluconazole XR-AUR,Antifungal,Tablet,50,Fungal infections,Aurobindo Pharma,2283.5,True
MED01696,Acyclovir,Acyclovir-Plus-ZYD,Antiviral,Ointment,N/A,Herpes virus infections,Zydus Cadila,1651.62,True
MED01697,Oseltamivir,Oseltamivir-Forte-MAN,Antiviral,Capsule,125,Influenza,Mankind Pharma,966.85,True
MED01698,Artemether-Lumefantrine,Artemether-Lumefantrine-TOR,Antimalarial,Inhaler,N/A,Malaria treatment,Torrent Pharma,2162.15,False
MED01699,Chloroquine,Chloroquine-Plus-ALK,Antimalarial,Inhaler,N/A,Malaria prevention and treatment,Alkem Labs,2306.86,True
MED01700,Ondansetron,Ondansetron-Forte-GLE,Antiemetic,Inhaler,N/A,Nausea and vomiting,Glenmark,1327.11,True
MED01701,Domperidone,Domperidone-SUN,Antiemetic/Prokinetic,Inhaler,N/A,Nausea and GI motility,Sun Pharma,190.43,True
MED01702,Loperamide,Loperamide-Forte-CIP,Antidiarrheal,Tablet,125,Diarrhea,Cipla,965.16,False
MED01703,Oral Rehydration Salts,Oral DS-DR.,Electrolyte Replacement,Powder,650,Dehydration,Dr. Reddy's,1883.59,True
MED01704,Diazepam,Diazepam-LUP,Benzodiazepine,Powder,650,Anxiety and seizures,Lupin,1254.5,True
MED01705,Sertraline,Sertraline-Plus-AUR,SSRI Antidepressant,Capsule,5,Depression and anxiety,Aurobindo Pharma,950.14,True
MED01706,Fluoxetine,Fluoxetine XR-ZYD,SSRI Antidepressant,Capsule,50,Depression,Zydus Cadila,1708.53,True
MED01707,Escitalopram,Escitalopram DS-MAN,SSRI Antidepressant,Inhaler,N/A,Anxiety and depression,Mankind Pharma,2293.38,True
MED01708,Risperidone,Risperidone-TOR,Antipsychotic,Injection,100,Schizophrenia and bipolar disorder,Torrent Pharma,262.28,False
MED01709,Sodium Valproate,Sodium DS-ALK,Anticonvulsant,Ointment,N/A,Epilepsy and bipolar disorder,Alkem Labs,989.77,True
MED01710,Levetiracetam,Levetiracetam-Plus-GLE,Anticonvulsant,Eye Drops,N/A,Epilepsy,Glenmark,965.91,True
MED01711,Gabapentin,Gabapentin-SUN,Anticonvulsant/Analgesic,Ointment,N/A,Nerve pain and seizures,Sun Pharma,1960.69,False
MED01712,Warfarin,Warfarin DS-CIP,Anticoagulant,Powder,500,Blood clot prevention,Cipla,1923.02,False
MED01713,Clopidogrel,Clopidogrel-DR.,Antiplatelet,Ointment,N/A,Stroke and heart attack prevention,Dr. Reddy's,852.42,True
MED01714,Furosemide,Furosemide-LUP,Diuretic,Injection,10,Fluid retention and heart failure,Lupin,639.46,True
MED01715,Hydrochlorothiazide,Hydrochlorothiazide-Plus-AUR,Diuretic,Ointment,N/A,High blood pressure,Aurobindo Pharma,1638.67,False
MED01716,Spironolactone,Spironolactone-ZYD,Diuretic,Tablet,500,Heart failure and fluid retention,Zydus Cadila,1723.59,True
MED01717,Diclofenac,Diclofenac-MAN,NSAID,Cream,N/A,Pain and inflammation,Mankind Pharma,1021.84,False
MED01718,Tramadol,Tramadol-TOR,Opioid Analgesic,Injection,50,Moderate to severe pain,Torrent Pharma,1587.86,True
MED01719,Morphine,Morphine-ALK,Opioid Analgesic,Syrup,250,Severe pain,Alkem Labs,874.97,False
MED01720,Methotrexate,Methotrexate-GLE,Antimetabolite/DMARD,Cream,N/A,Rheumatoid arthritis and cancer,Glenmark,1549.51,True
MED01721,Hydroxychloroquine,Hydroxychloroquine-Plus-SUN,Antimalarial/DMARD,Powder,250,Lupus and rheumatoid arthritis,Sun Pharma,462.45,True
MED01722,Allopurinol,Allopurinol-CIP,Antigout,Capsule,125,Gout management,Cipla,2030.13,True
MED01723,Calcium Carbonate,Calcium DS-DR.,Mineral Supplement,Powder,10,Calcium deficiency,Dr. Reddy's,2292.58,True
MED01724,Ferrous Sulfate,Ferrous-Forte-LUP,Iron Supplement,Cream,N/A,Iron deficiency anemia,Lupin,143.11,True
MED01725,Folic Acid,Folic-Plus-AUR,Vitamin Supplement,Injection,1000,Anemia and pregnancy,Aurobindo Pharma,1126.04,True
MED01726,Vitamin D3,Vitamin-ZYD,Vitamin Supplement,Injection,650,Vitamin D deficiency,Zydus Cadila,522.22,False
MED01727,Vitamin B12,Vitamin-Plus-MAN,Vitamin Supplement,Inhaler,N/A,B12 deficiency,Mankind Pharma,1553.03,False
MED01728,Multivitamin,Multivitamin XR-TOR,Vitamin Supplement,Cream,N/A,General nutritional support,Torrent Pharma,111.52,True
MED01729,Clotrimazole,Clotrimazole XR-ALK,Antifungal (Topical),Syrup,10,Skin fungal infections,Alkem Labs,835.92,True
MED01730,Hydrocortisone Cream,Hydrocortisone-Forte-GLE,Corticosteroid (Topical),Eye Drops,N/A,Skin inflammation,Glenmark,430.68,True
MED01731,Benzoyl Peroxide,Benzoyl XR-SUN,Topical Antiacne,Syrup,1000,Acne treatment,Sun Pharma,101.01,True
MED01732,Salicylic Acid,Salicylic-CIP,Keratolytic,Cream,N/A,Acne and skin conditions,Cipla,336.9,True
MED01733,Latanoprost,Latanoprost-DR.,Antiglaucoma,Capsule,100,Glaucoma,Dr. Reddy's,1187.47,False
MED01734,Timolol Eye Drops,Timolol DS-LUP,Antiglaucoma,Injection,250,Glaucoma,Lupin,971.99,True
MED01735,Artificial Tears,Artificial DS-AUR,Ocular Lubricant,Injection,1000,Dry eyes,Aurobindo Pharma,1439.21,True
MED01736,Chlorpheniramine,Chlorpheniramine-Plus-ZYD,Antihistamine,Syrup,650,Allergy and cold symptoms,Zydus Cadila,1456.03,True
MED01737,Dextromethorphan,Dextromethorphan XR-MAN,Antitussive,Syrup,125,Cough suppression,Mankind Pharma,2101.53,True
MED01738,Guaifenesin,Guaifenesin-TOR,Expectorant,Cream,N/A,Chest congestion,Torrent Pharma,302.74,True
MED01739,Pantoprazole,Pantoprazole-ALK,Proton Pump Inhibitor,Syrup,500,Acid reflux and ulcers,Alkem Labs,2216.37,True
MED01740,Rabeprazole,Rabeprazole XR-GLE,Proton Pump Inhibitor,Cream,N/A,Acid reflux,Glenmark,1914.75,True
MED01741,Simvastatin,Simvastatin-Forte-SUN,Statin,Powder,250,Cholesterol management,Sun Pharma,2142.84,True
MED01742,Rosuvastatin,Rosuvastatin XR-CIP,Statin,Injection,125,Cholesterol management,Cipla,2345.07,True
MED01743,Enalapril,Enalapril DS-DR.,Antihypertensive (ACE Inhibitor),Ointment,N/A,High blood pressure,Dr. Reddy's,1266.49,True
MED01744,Ramipril,Ramipril-LUP,Antihypertensive (ACE Inhibitor),Tablet,650,High blood pressure and heart failure,Lupin,467.78,True
MED01745,Digoxin,Digoxin-AUR,Cardiac Glycoside,Injection,10,Heart failure and arrhythmia,Aurobindo Pharma,1692.36,True
MED01746,Amiodarone,Amiodarone XR-ZYD,Antiarrhythmic,Capsule,100,Irregular heartbeat,Zydus Cadila,1180.46,True
MED01747,Heparin,Heparin-Forte-MAN,Anticoagulant,Injection,50,Blood clot prevention (acute),Mankind Pharma,228.05,False
MED01748,Insulin Regular,Insulin-Plus-TOR,Antidiabetic (Insulin),Powder,50,Diabetes mellitus,Torrent Pharma,322.61,False
MED01749,Glimepiride,Glimepiride-Forte-ALK,Antidiabetic (Sulfonylurea),Inhaler,N/A,Type 2 diabetes,Alkem Labs,1123.43,True
MED01750,Pioglitazone,Pioglitazone-Plus-GLE,Antidiabetic (Thiazolidinedione),Powder,5,Type 2 diabetes,Glenmark,720.94,True
MED01751,Montelukast,Montelukast XR-SUN,Leukotriene Antagonist,Capsule,5,Asthma and allergies,Sun Pharma,2424.99,True
MED01752,Budesonide Inhaler,Budesonide DS-CIP,Corticosteroid (Inhaled),Tablet,10,Asthma and COPD,Cipla,1995.04,True
MED01753,Ipratropium Bromide,Ipratropium-DR.,Bronchodilator (Anticholinergic),Cream,N/A,COPD,Dr. Reddy's,1745.27,True
MED01754,Isoniazid,Isoniazid-Forte-LUP,Antitubercular,Eye Drops,N/A,Tuberculosis,Lupin,630.97,True
MED01755,Rifampicin,Rifampicin-Forte-AUR,Antitubercular,Syrup,100,Tuberculosis,Aurobindo Pharma,2185.17,True
MED01756,Ethambutol,Ethambutol DS-ZYD,Antitubercular,Tablet,50,Tuberculosis,Zydus Cadila,1115.21,False
MED01757,Pyrazinamide,Pyrazinamide-MAN,Antitubercular,Syrup,50,Tuberculosis,Mankind Pharma,2146.87,False
MED01758,Zidovudine,Zidovudine-Plus-TOR,Antiretroviral,Tablet,1000,HIV management,Torrent Pharma,595.09,True
MED01759,Tenofovir,Tenofovir-Forte-ALK,Antiretroviral,Inhaler,N/A,HIV and Hepatitis B,Alkem Labs,1041.4,True
MED01760,Lamivudine,Lamivudine-Plus-GLE,Antiretroviral,Cream,N/A,HIV management,Glenmark,2415.99,True
MED01761,Paracetamol,Paracetamol-Plus-SUN,Analgesic/Antipyretic,Syrup,650,Fever and pain relief,Sun Pharma,415.34,True
MED01762,Ibuprofen,Ibuprofen DS-CIP,NSAID,Capsule,50,Pain and inflammation relief,Cipla,2412.14,True
MED01763,Aspirin,Aspirin DS-DR.,NSAID/Antiplatelet,Cream,N/A,Pain relief and blood thinning,Dr. Reddy's,1739.79,True
MED01764,Amoxicillin,Amoxicillin XR-LUP,Antibiotic (Penicillin),Capsule,25,Bacterial infections,Lupin,112.25,True
MED01765,Azithromycin,Azithromycin DS-AUR,Antibiotic (Macrolide),Capsule,10,Respiratory and skin infections,Aurobindo Pharma,182.2,True
MED01766,Ciprofloxacin,Ciprofloxacin-Plus-ZYD,Antibiotic (Fluoroquinolone),Cream,N/A,Urinary and GI infections,Zydus Cadila,1053.13,True
MED01767,Metformin,Metformin-Plus-MAN,Antidiabetic (Biguanide),Eye Drops,N/A,Type 2 diabetes management,Mankind Pharma,1084.73,True
MED01768,Insulin Glargine,Insulin DS-TOR,Antidiabetic (Insulin),Tablet,10,Diabetes mellitus,Torrent Pharma,2132.08,True
MED01769,Amlodipine,Amlodipine-Forte-ALK,Antihypertensive (CCB),Syrup,500,High blood pressure,Alkem Labs,1099.44,False
MED01770,Losartan,Losartan-GLE,Antihypertensive (ARB),Syrup,650,High blood pressure,Glenmark,2013.19,True
MED01771,Atenolol,Atenolol-Forte-SUN,Antihypertensive (Beta-blocker),Syrup,250,High blood pressure and arrhythmia,Sun Pharma,160.56,True
MED01772,Atorvastatin,Atorvastatin-Forte-CIP,Statin,Syrup,250,Cholesterol management,Cipla,95.89,True
MED01773,Omeprazole,Omeprazole XR-DR.,Proton Pump Inhibitor,Tablet,25,Acid reflux and ulcers,Dr. Reddy's,1485.97,False
MED01774,Ranitidine,Ranitidine XR-LUP,H2 Blocker,Eye Drops,N/A,Acid reflux,Lupin,1706.78,True
MED01775,Cetirizine,Cetirizine-AUR,Antihistamine,Powder,500,Allergy relief,Aurobindo Pharma,852.1,True
MED01776,Loratadine,Loratadine-ZYD,Antihistamine,Capsule,500,Allergy relief,Zydus Cadila,2458.81,True
MED01777,Salbutamol,Salbutamol-MAN,Bronchodilator,Cream,N/A,Asthma and COPD,Mankind Pharma,788.17,False
MED01778,Levothyroxine,Levothyroxine-TOR,Thyroid Hormone,Injection,25,Hypothyroidism,Torrent Pharma,524.84,True
MED01779,Carbimazole,Carbimazole-ALK,Antithyroid,Ointment,N/A,Hyperthyroidism,Alkem Labs,1409.48,False
MED01780,Prednisolone,Prednisolone-GLE,Corticosteroid,Inhaler,N/A,Inflammation and autoimmune conditions,Glenmark,2034.94,True
MED01781,Metronidazole,Metronidazole DS-SUN,Antibiotic/Antiprotozoal,Tablet,10,Anaerobic and parasitic infections,Sun Pharma,2004.81,True
MED01782,Doxycycline,Doxycycline-CIP,Antibiotic (Tetracycline),Cream,N/A,Bacterial infections,Cipla,1025.59,True
MED01783,Fluconazole,Fluconazole-DR.,Antifungal,Eye Drops,N/A,Fungal infections,Dr. Reddy's,877.11,False
MED01784,Acyclovir,Acyclovir DS-LUP,Antiviral,Injection,650,Herpes virus infections,Lupin,146.45,True
MED01785,Oseltamivir,Oseltamivir-Forte-AUR,Antiviral,Syrup,250,Influenza,Aurobindo Pharma,397.02,True
MED01786,Artemether-Lumefantrine,Artemether-Lumefantrine-Forte-ZYD,Antimalarial,Ointment,N/A,Malaria treatment,Zydus Cadila,2402.01,True
MED01787,Chloroquine,Chloroquine-Forte-MAN,Antimalarial,Injection,1000,Malaria prevention and treatment,Mankind Pharma,1904.73,False
MED01788,Ondansetron,Ondansetron-Forte-TOR,Antiemetic,Ointment,N/A,Nausea and vomiting,Torrent Pharma,780.95,True
MED01789,Domperidone,Domperidone XR-ALK,Antiemetic/Prokinetic,Ointment,N/A,Nausea and GI motility,Alkem Labs,1076.95,False
MED01790,Loperamide,Loperamide-GLE,Antidiarrheal,Injection,650,Diarrhea,Glenmark,2202.17,True
MED01791,Oral Rehydration Salts,Oral XR-SUN,Electrolyte Replacement,Syrup,50,Dehydration,Sun Pharma,1693.02,True
MED01792,Diazepam,Diazepam XR-CIP,Benzodiazepine,Inhaler,N/A,Anxiety and seizures,Cipla,2341.6,True
MED01793,Sertraline,Sertraline-DR.,SSRI Antidepressant,Ointment,N/A,Depression and anxiety,Dr. Reddy's,174.59,True
MED01794,Fluoxetine,Fluoxetine-Plus-LUP,SSRI Antidepressant,Inhaler,N/A,Depression,Lupin,1479.27,True
MED01795,Escitalopram,Escitalopram DS-AUR,SSRI Antidepressant,Injection,125,Anxiety and depression,Aurobindo Pharma,2136.6,True
MED01796,Risperidone,Risperidone-ZYD,Antipsychotic,Capsule,100,Schizophrenia and bipolar disorder,Zydus Cadila,1732.45,True
MED01797,Sodium Valproate,Sodium DS-MAN,Anticonvulsant,Tablet,1000,Epilepsy and bipolar disorder,Mankind Pharma,451.37,True
MED01798,Levetiracetam,Levetiracetam XR-TOR,Anticonvulsant,Injection,500,Epilepsy,Torrent Pharma,2051.78,True
MED01799,Gabapentin,Gabapentin-Plus-ALK,Anticonvulsant/Analgesic,Cream,N/A,Nerve pain and seizures,Alkem Labs,719.44,True
MED01800,Warfarin,Warfarin-Plus-GLE,Anticoagulant,Capsule,1000,Blood clot prevention,Glenmark,1166.49,False
MED01801,Clopidogrel,Clopidogrel-Forte-SUN,Antiplatelet,Cream,N/A,Stroke and heart attack prevention,Sun Pharma,1940.25,True
MED01802,Furosemide,Furosemide-Forte-CIP,Diuretic,Tablet,500,Fluid retention and heart failure,Cipla,1901.85,True
MED01803,Hydrochlorothiazide,Hydrochlorothiazide XR-DR.,Diuretic,Injection,25,High blood pressure,Dr. Reddy's,80.54,True
MED01804,Spironolactone,Spironolactone-LUP,Diuretic,Injection,650,Heart failure and fluid retention,Lupin,2453.64,True
MED01805,Diclofenac,Diclofenac DS-AUR,NSAID,Syrup,250,Pain and inflammation,Aurobindo Pharma,2452.7,True
MED01806,Tramadol,Tramadol-Forte-ZYD,Opioid Analgesic,Ointment,N/A,Moderate to severe pain,Zydus Cadila,1681.73,True
MED01807,Morphine,Morphine XR-MAN,Opioid Analgesic,Eye Drops,N/A,Severe pain,Mankind Pharma,1971.53,True
MED01808,Methotrexate,Methotrexate-Plus-TOR,Antimetabolite/DMARD,Inhaler,N/A,Rheumatoid arthritis and cancer,Torrent Pharma,783.02,True
