symptom_id,symptom_name,body_location,severity_level,description
SYM00896,Moderate Chest Tightness (Right Leg),Right Leg,Moderate,Moderate chest tightness localized to the right leg.
SYM00897,Severe Cold Hands And Feet (Neck),Neck,Severe,Severe cold hands and feet localized to the neck.
SYM00898,Mild Excessive Sleepiness (Head),Head,Mild,Mild excessive sleepiness localized to the head.
SYM00899,Severe Stiff Joints (Right Arm),Right Arm,Severe,Severe stiff joints localized to the right arm.
SYM00900,Mild Itching (Throat),Throat,Mild,Mild itching localized to the throat.
SYM00901,Severe Testicular Pain (Skin),Skin,Severe,Severe testicular pain localized to the skin.
SYM00902,Severe Painful Intercourse (Left Leg),Left Leg,Severe,Severe painful intercourse localized to the left leg.
SYM00903,Mild Slurred Speech (Lower Back),Lower Back,Mild,Mild slurred speech localized to the lower back.
SYM00904,Mild Muscle Weakness (Eyes),Eyes,Mild,Mild muscle weakness localized to the eyes.
SYM00905,Mild Vomiting (Right Leg),Right Leg,Mild,Mild vomiting localized to the right leg.
SYM00906,Mild Loss Of Taste (Throat),Throat,Mild,Mild loss of taste localized to the throat.
SYM00907,Moderate Toothache (Eyes),Eyes,Moderate,Moderate toothache localized to the eyes.
SYM00908,Mild Bad Breath (Chest),Chest,Mild,Mild bad breath localized to the chest.
SYM00909,Moderate Chest Pain (Skin),Skin,Moderate,Moderate chest pain localized to the skin.
SYM00910,Mild Fatigue (Whole Body),Whole Body,Mild,Mild fatigue localized to the whole body.
SYM00911,Moderate Loss Of Smell (Head),Head,Moderate,Moderate loss of smell localized to the head.
SYM00912,Mild Swelling (Upper Back),Upper Back,Mild,Mild swelling localized to the upper back.
SYM00913,Mild Muscle Ache (Eyes),Eyes,Mild,Mild muscle ache localized to the eyes.
SYM00914,Mild Stiff Joints (Left Leg),Left Leg,Mild,Mild stiff joints localized to the left leg.
SYM00915,Mild Loss of Appetite (Ears),Ears,Mild,Mild loss of appetite localized to the ears.
SYM00916,Severe Coughing Blood (Ears),Ears,Severe,Severe coughing blood localized to the ears.
SYM00917,Severe Nasal Congestion (Right Leg),Right Leg,Severe,Severe nasal congestion localized to the right leg.
SYM00918,Severe Rapid Heartbeat (Skin),Skin,Severe,Severe rapid heartbeat localized to the skin.
SYM00919,Severe Nausea (Left Leg),Left Leg,Severe,Severe nausea localized to the left leg.
SYM00920,Moderate Rapid Heartbeat (Ears),Ears,Moderate,Moderate rapid heartbeat localized to the ears.
SYM00921,Moderate Gas (Right Leg),Right Leg,Moderate,Moderate gas localized to the right leg.
SYM00922,Mild Swollen Lymph Nodes (Eyes),Eyes,Mild,Mild swollen lymph nodes localized to the eyes.
SYM00923,Severe Difficulty Breathing (Abdomen),Abdomen,Severe,Severe difficulty breathing localized to the abdomen.
SYM00924,Severe Heartburn (Chest),Chest,Severe,Severe heartburn localized to the chest.
SYM00925,Mild Seizure (Right Leg),Right Leg,Mild,Mild seizure localized to the right leg.
SYM00926,Moderate Erectile Dysfunction (Eyes),Eyes,Moderate,Moderate erectile dysfunction localized to the eyes.
SYM00927,Moderate Testicular Pain (Ears),Ears,Moderate,Moderate testicular pain localized to the ears.
SYM00928,Mild Facial Drooping (Chest),Chest,Mild,Mild facial drooping localized to the chest.
SYM00929,Mild Fainting (Right Arm),Right Arm,Mild,Mild fainting localized to the right arm.
SYM00930,Moderate Palpitations (Right Leg),Right Leg,Moderate,Moderate palpitations localized to the right leg.
SYM00931,Moderate Clubbing Of Fingers (Whole Body),Whole Body,Moderate,Moderate clubbing of fingers localized to the whole body.
SYM00932,Moderate Leg Cramps (Right Arm),Right Arm,Moderate,Moderate leg cramps localized to the right arm.
SYM00933,Mild Wheezing (Right Leg),Right Leg,Mild,Mild wheezing localized to the right leg.
SYM00934,Moderate Muscle Ache (Left Arm),Left Arm,Moderate,Moderate muscle ache localized to the left arm.
SYM00935,Severe Slow Wound Healing (Upper Back),Upper Back,Severe,Severe slow wound healing localized to the upper back.
SYM00936,Mild Hoarseness (Whole Body),Whole Body,Mild,Mild hoarseness localized to the whole body.
SYM00937,Mild Bloating (Left Leg),Left Leg,Mild,Mild bloating localized to the left leg.
SYM00938,Mild Rapid Breathing (Right Arm),Right Arm,Mild,Mild rapid breathing localized to the right arm.
SYM00939,Mild Facial Drooping (Left Leg),Left Leg,Mild,Mild facial drooping localized to the left leg.
SYM00940,Severe Persistent Cough (Left Arm),Left Arm,Severe,Severe persistent cough localized to the left arm.
SYM00941,Moderate Hearing Loss (Upper Back),Upper Back,Moderate,Moderate hearing loss localized to the upper back.
SYM00942,Moderate Low Blood Pressure (Lower Back),Lower Back,Moderate,Moderate low blood pressure localized to the lower back.
SYM00943,Moderate Frequent Infections (Abdomen),Abdomen,Moderate,Moderate frequent infections localized to the abdomen.
SYM00944,Severe Tingling (Left Leg),Left Leg,Severe,Severe tingling localized to the left leg.
SYM00945,Mild Abdominal Pain (Lower Back),Lower Back,Mild,Mild abdominal pain localized to the lower back.
SYM00946,Mild Nausea (Right Arm),Right Arm,Mild,Mild nausea localized to the right arm.
SYM00947,Severe Bloating (Chest),Chest,Severe,Severe bloating localized to the chest.
SYM00948,Severe Headache (Head),Head,Severe,Severe headache localized to the head.
SYM00949,Mild Bleeding Gums (Throat),Throat,Mild,Mild bleeding gums localized to the throat.
SYM00950,Severe Cold Hands And Feet (Throat),Throat,Severe,Severe cold hands and feet localized to the throat.
SYM00951,Mild Shortness of Breath (Head),Head,Mild,Mild shortness of breath localized to the head.
SYM00952,Moderate Joint Pain (Chest),Chest,Moderate,Moderate joint pain localized to the chest.
SYM00953,Moderate Blurred Vision (Eyes),Eyes,Moderate,Moderate blurred vision localized to the eyes.
SYM00954,Severe Sweating (Upper Back),Upper Back,Severe,Severe sweating localized to the upper back.
SYM00955,Mild Blood in Urine (Right Arm),Right Arm,Mild,Mild blood in urine localized to the right arm.
SYM00956,Mild Loss Of Balance (Lower Back),Lower Back,Mild,Mild loss of balance localized to the lower back.
SYM00957,Mild Gas (Skin),Skin,Mild,Mild gas localized to the skin.
SYM00958,Severe Low Blood Pressure (Left Leg),Left Leg,Severe,Severe low blood pressure localized to the left leg.
SYM00959,Severe Nausea (Eyes),Eyes,Severe,Severe nausea localized to the eyes.
SYM00960,Severe Confusion (Eyes),Eyes,Severe,Severe confusion localized to the eyes.
SYM00961,Severe Brittle Nails (Skin),Skin,Severe,Severe brittle nails localized to the skin.
SYM00962,Mild Loss Of Balance (Right Arm),Right Arm,Mild,Mild loss of balance localized to the right arm.
SYM00963,Severe Neck Stiffness (Joints),Joints,Severe,Severe neck stiffness localized to the joints.
SYM00964,Moderate Blood in Stool (Whole Body),Whole Body,Moderate,Moderate blood in stool localized to the whole body.
SYM00965,Severe High Blood Pressure (Chest),Chest,Severe,Severe high blood pressure localized to the chest.
SYM00966,Severe Bloating (Whole Body),Whole Body,Severe,Severe bloating localized to the whole body.
SYM00967,Mild Abdominal Pain (Whole Body),Whole Body,Mild,Mild abdominal pain localized to the whole body.
SYM00968,Mild Back Pain (Lower Back),Lower Back,Mild,Mild back pain localized to the lower back.
SYM00969,Moderate Swollen Lymph Nodes (Skin),Skin,Moderate,Moderate swollen lymph nodes localized to the skin.
SYM00970,Mild Painful Intercourse (Left Arm),Left Arm,Mild,Mild painful intercourse localized to the left arm.
SYM00971,Mild Leg Cramps (Right Arm),Right Arm,Mild,Mild leg cramps localized to the right arm.
SYM00972,Moderate Difficulty Walking (Lower Back),Lower Back,Moderate,Moderate difficulty walking localized to the lower back.
SYM00973,Severe Diarrhea (Upper Back),Upper Back,Severe,Severe diarrhea localized to the upper back.
SYM00974,Mild Sweating (Eyes),Eyes,Mild,Mild sweating localized to the eyes.
SYM00975,Severe Abdominal Pain (Throat),Throat,Severe,Severe abdominal pain localized to the throat.
SYM00976,Moderate Chest Pain (Lower Back),Lower Back,Moderate,Moderate chest pain localized to the lower back.
SYM00977,Severe Cough (Whole Body),Whole Body,Severe,Severe cough localized to the whole body.
SYM00978,Mild Loss Of Taste (Skin),Skin,Mild,Mild loss of taste localized to the skin.
SYM00979,Mild Swollen Ankles (Whole Body),Whole Body,Mild,Mild swollen ankles localized to the whole body.
SYM00980,Mild Difficulty Swallowing (Right Arm),Right Arm,Mild,Mild difficulty swallowing localized to the right arm.
SYM00981,Severe High Blood Pressure (Eyes),Eyes,Severe,Severe high blood pressure localized to the eyes.
SYM00982,Moderate Hoarseness (Head),Head,Moderate,Moderate hoarseness localized to the head.
SYM00983,Moderate Pelvic Pain (Abdomen),Abdomen,Moderate,Moderate pelvic pain localized to the abdomen.
SYM00984,Mild Double Vision (Left Leg),Left Leg,Mild,Mild double vision localized to the left leg.
SYM00985,Moderate Persistent Cough (Lower Back),Lower Back,Moderate,Moderate persistent cough localized to the lower back.
SYM00986,Severe Hearing Loss (Lower Back),Lower Back,Severe,Severe hearing loss localized to the lower back.
SYM00987,Moderate Chills (Right Arm),Right Arm,Moderate,Moderate chills localized to the right arm.
SYM00988,Moderate Chest Tightness (Neck),Neck,Moderate,Moderate chest tightness localized to the neck.
SYM00989,Severe Fever (Right Arm),Right Arm,Severe,Severe fever localized to the right arm.
SYM00990,Severe Dry Skin (Lower Back),Lower Back,Severe,Severe dry skin localized to the lower back.
SYM00991,Moderate Back Pain (Right Leg),Right Leg,Moderate,Moderate back pain localized to the right leg.
SYM00992,Moderate Excessive Hunger (Neck),Neck,Moderate,Moderate excessive hunger localized to the neck.
SYM00993,Mild Frequent Urination (Ears),Ears,Mild,Mild frequent urination localized to the ears.
SYM00994,Mild Coughing Blood (Chest),Chest,Mild,Mild coughing blood localized to the chest.
SYM00995,Mild Anxiety (Joints),Joints,Mild,Mild anxiety localized to the joints.
SYM00996,Severe Slow Wound Healing (Right Arm),Right Arm,Severe,Severe slow wound healing localized to the right arm.
SYM00997,Moderate Difficulty Breathing (Chest),Chest,Moderate,Moderate difficulty breathing localized to the chest.
SYM00998,Mild Confusion (Left Leg),Left Leg,Mild,Mild confusion localized to the left leg.
SYM00999,Severe Itching (Abdomen),Abdomen,Severe,Severe itching localized to the abdomen.
SYM01000,Mild Muscle Ache (Skin),Skin,Mild,Mild muscle ache localized to the skin.
SYM01001,Severe Tingling (Right Arm),Right Arm,Severe,Severe tingling localized to the right arm.
SYM01002,Mild Ringing In Ears (Lower Back),Lower Back,Mild,Mild ringing in ears localized to the lower back.
SYM01003,Severe Increased Thirst (Joints),Joints,Severe,Severe increased thirst localized to the joints.
SYM01004,Moderate Wheezing (Eyes),Eyes,Moderate,Moderate wheezing localized to the eyes.
SYM01005,Severe Insomnia (Ears),Ears,Severe,Severe insomnia localized to the ears.
SYM01006,Mild Mouth Ulcers (Joints),Joints,Mild,Mild mouth ulcers localized to the joints.
SYM01007,Mild Nausea (Head),Head,Mild,Mild nausea localized to the head.
SYM01008,Moderate Constipation (Throat),Throat,Moderate,Moderate constipation localized to the throat.
SYM01009,Moderate Chills (Throat),Throat,Moderate,Moderate chills localized to the throat.
SYM01010,Moderate Heartburn (Whole Body),Whole Body,Moderate,Moderate heartburn localized to the whole body.
SYM01011,Severe Loss of Appetite (Ears),Ears,Severe,Severe loss of appetite localized to the ears.
SYM01012,Mild Diarrhea (Right Leg),Right Leg,Mild,Mild diarrhea localized to the right leg.
SYM01013,Moderate Numbness (Upper Back),Upper Back,Moderate,Moderate numbness localized to the upper back.
SYM01014,Mild Persistent Cough (Abdomen),Abdomen,Mild,Mild persistent cough localized to the abdomen.
SYM01015,Severe Fatigue (Right Leg),Right Leg,Severe,Severe fatigue localized to the right leg.
SYM01016,Moderate Cold Hands And Feet (Abdomen),Abdomen,Moderate,Moderate cold hands and feet localized to the abdomen.
SYM01017,Mild Rash (Throat),Throat,Mild,Mild rash localized to the throat.
SYM01018,Moderate Bad Breath (Neck),Neck,Moderate,Moderate bad breath localized to the neck.
SYM01019,Moderate Watery Eyes (Right Arm),Right Arm,Moderate,Moderate watery eyes localized to the right arm.
SYM01020,Moderate Cough (Head),Head,Moderate,Moderate cough localized to the head.
SYM01021,Severe Slow Wound Healing (Eyes),Eyes,Severe,Severe slow wound healing localized to the eyes.
SYM01022,Mild Nasal Congestion (Skin),Skin,Mild,Mild nasal congestion localized to the skin.
SYM01023,Severe Headache (Upper Back),Upper Back,Severe,Severe headache localized to the upper back.
SYM01024,Severe Dry Skin (Left Leg),Left Leg,Severe,Severe dry skin localized to the left leg.
SYM01025,Mild Rapid Breathing (Upper Back),Upper Back,Mild,Mild rapid breathing localized to the upper back.
SYM01026,Moderate Chest Pain (Left Leg),Left Leg,Moderate,Moderate chest pain localized to the left leg.
SYM01027,Mild Cough (Left Leg),Left Leg,Mild,Mild cough localized to the left leg.
SYM01028,Mild Tremor (Chest),Chest,Mild,Mild tremor localized to the chest.
SYM01029,Moderate Low Blood Pressure (Right Leg),Right Leg,Moderate,Moderate low blood pressure localized to the right leg.
SYM01030,Moderate Anxiety (Skin),Skin,Moderate,Moderate anxiety localized to the skin.
SYM01031,Moderate Mouth Ulcers (Ears),Ears,Moderate,Moderate mouth ulcers localized to the ears.
SYM01032,Severe Double Vision (Whole Body),Whole Body,Severe,Severe double vision localized to the whole body.
SYM01033,Mild Irregular Periods (Left Leg),Left Leg,Mild,Mild irregular periods localized to the left leg.
SYM01034,Mild Painful Intercourse (Abdomen),Abdomen,Mild,Mild painful intercourse localized to the abdomen.
SYM01035,Moderate Swollen Ankles (Lower Back),Lower Back,Moderate,Moderate swollen ankles localized to the lower back.
SYM01036,Mild Testicular Pain (Right Arm),Right Arm,Mild,Mild testicular pain localized to the right arm.
SYM01037,Severe Sneezing (Throat),Throat,Severe,Severe sneezing localized to the throat.
SYM01038,Severe Facial Drooping (Head),Head,Severe,Severe facial drooping localized to the head.
SYM01039,Severe Increased Thirst (Eyes),Eyes,Severe,Severe increased thirst localized to the eyes.
SYM01040,Moderate High Blood Pressure (Neck),Neck,Moderate,Moderate high blood pressure localized to the neck.
SYM01041,Moderate Stiff Joints (Right Leg),Right Leg,Moderate,Moderate stiff joints localized to the right leg.
SYM01042,Moderate Coughing Blood (Chest),Chest,Moderate,Moderate coughing blood localized to the chest.
SYM01043,Moderate Painful Urination (Head),Head,Moderate,Moderate painful urination localized to the head.
SYM01044,Moderate Hoarseness (Whole Body),Whole Body,Moderate,Moderate hoarseness localized to the whole body.
SYM01045,Severe Watery Eyes (Left Leg),Left Leg,Severe,Severe watery eyes localized to the left leg.
SYM01046,Moderate Memory Loss (Neck),Neck,Moderate,Moderate memory loss localized to the neck.
SYM01047,Mild Runny Nose (Chest),Chest,Mild,Mild runny nose localized to the chest.
SYM01048,Severe Difficulty Walking (Right Leg),Right Leg,Severe,Severe difficulty walking localized to the right leg.
SYM01049,Mild Depression (Right Arm),Right Arm,Mild,Mild depression localized to the right arm.
SYM01050,Severe Blood in Urine (Right Leg),Right Leg,Severe,Severe blood in urine localized to the right leg.
SYM01051,Mild Fatigue (Head),Head,Mild,Mild fatigue localized to the head.
SYM01052,Moderate Dry Mouth (Skin),Skin,Moderate,Moderate dry mouth localized to the skin.
SYM01053,Severe Night Sweats (Abdomen),Abdomen,Severe,Severe night sweats localized to the abdomen.
SYM01054,Severe Mouth Ulcers (Upper Back),Upper Back,Severe,Severe mouth ulcers localized to the upper back.
SYM01055,Moderate Sweating (Right Arm),Right Arm,Moderate,Moderate sweating localized to the right arm.
SYM01056,Mild Brittle Nails (Left Leg),Left Leg,Mild,Mild brittle nails localized to the left leg.
SYM01057,Mild Brittle Nails (Right Arm),Right Arm,Mild,Mild brittle nails localized to the right arm.
SYM01058,Severe Blurred Vision (Eyes),Eyes,Severe,Severe blurred vision localized to the eyes.
SYM01059,Moderate Weight Loss (Throat),Throat,Moderate,Moderate weight loss localized to the throat.
SYM01060,Moderate Dry Mouth (Lower Back),Lower Back,Moderate,Moderate dry mouth localized to the lower back.
SYM01061,Moderate Difficulty Breathing (Right Leg),Right Leg,Moderate,Moderate difficulty breathing localized to the right leg.
SYM01062,Mild Blurred Vision (Whole Body),Whole Body,Mild,Mild blurred vision localized to the whole body.
SYM01063,Moderate Excessive Hunger (Skin),Skin,Moderate,Moderate excessive hunger localized to the skin.
SYM01064,Moderate Mouth Ulcers (Skin),Skin,Moderate,Moderate mouth ulcers localized to the skin.
SYM01065,Moderate Facial Drooping (Ears),Ears,Moderate,Moderate facial drooping localized to the ears.
SYM01066,Severe Testicular Pain (Throat),Throat,Severe,Severe testicular pain localized to the throat.
SYM01067,Severe Excessive Thirst (Throat),Throat,Severe,Severe excessive thirst localized to the throat.
SYM01068,Severe Bloating (Skin),Skin,Severe,Severe bloating localized to the skin.
SYM01069,Moderate Numbness (Lower Back),Lower Back,Moderate,Moderate numbness localized to the lower back.
SYM01070,Moderate Clubbing Of Fingers (Left Leg),Left Leg,Moderate,Moderate clubbing of fingers localized to the left leg.
SYM01071,Mild Gas (Left Leg),Left Leg,Mild,Mild gas localized to the left leg.
SYM01072,Mild Insomnia (Skin),Skin,Mild,Mild insomnia localized to the skin.
SYM01073,Mild Mouth Ulcers (Chest),Chest,Mild,Mild mouth ulcers localized to the chest.
SYM01074,Mild Irregular Periods (Neck),Neck,Mild,Mild irregular periods localized to the neck.
SYM01075,Mild Joint Pain (Eyes),Eyes,Mild,Mild joint pain localized to the eyes.
SYM01076,Mild Tingling (Chest),Chest,Mild,Mild tingling localized to the chest.
SYM01077,Mild Excessive Hunger (Left Arm),Left Arm,Mild,Mild excessive hunger localized to the left arm.
SYM01078,Moderate Slow Heartbeat (Neck),Neck,Moderate,Moderate slow heartbeat localized to the neck.
SYM01079,Mild Brittle Nails (Abdomen),Abdomen,Mild,Mild brittle nails localized to the abdomen.
SYM01080,Moderate Frequent Infections (Whole Body),Whole Body,Moderate,Moderate frequent infections localized to the whole body.
SYM01081,Mild Difficulty Breathing (Whole Body),Whole Body,Mild,Mild difficulty breathing localized to the whole body.
SYM01082,Mild Bruising Easily (Upper Back),Upper Back,Mild,Mild bruising easily localized to the upper back.
SYM01083,Mild Sore Throat (Ears),Ears,Mild,Mild sore throat localized to the ears.
SYM01084,Severe Chest Pain (Neck),Neck,Severe,Severe chest pain localized to the neck.
SYM01085,Moderate Itching (Ears),Ears,Moderate,Moderate itching localized to the ears.
SYM01086,Mild Excessive Hunger (Left Leg),Left Leg,Mild,Mild excessive hunger localized to the left leg.
SYM01087,Mild Irritability (Joints),Joints,Mild,Mild irritability localized to the joints.
SYM01088,Moderate Loss of Appetite (Whole Body),Whole Body,Moderate,Moderate loss of appetite localized to the whole body.
SYM01089,Moderate Swollen Lymph Nodes (Left Arm),Left Arm,Moderate,Moderate swollen lymph nodes localized to the left arm.
SYM01090,Severe Loss Of Balance (Joints),Joints,Severe,Severe loss of balance localized to the joints.
SYM01091,Mild Leg Cramps (Joints),Joints,Mild,Mild leg cramps localized to the joints.
SYM01092,Moderate Numbness (Throat),Throat,Moderate,Moderate numbness localized to the throat.
SYM01093,Moderate Difficulty Breathing (Lower Back),Lower Back,Moderate,Moderate difficulty breathing localized to the lower back.
SYM01094,Severe Rapid Breathing (Skin),Skin,Severe,Severe rapid breathing localized to the skin.
SYM01095,Mild Diarrhea (Right Arm),Right Arm,Mild,Mild diarrhea localized to the right arm.
SYM01096,Severe Sneezing (Neck),Neck,Severe,Severe sneezing localized to the neck.
SYM01097,Severe Night Sweats (Neck),Neck,Severe,Severe night sweats localized to the neck.
SYM01098,Mild Rapid Heartbeat (Skin),Skin,Mild,Mild rapid heartbeat localized to the skin.
SYM01099,Mild Increased Thirst (Abdomen),Abdomen,Mild,Mild increased thirst localized to the abdomen.
SYM01100,Moderate Mouth Ulcers (Joints),Joints,Moderate,Moderate mouth ulcers localized to the joints.
SYM01101,Mild Watery Eyes (Eyes),Eyes,Mild,Mild watery eyes localized to the eyes.
SYM01102,Mild Back Pain (Head),Head,Mild,Mild back pain localized to the head.
SYM01103,Moderate Headache (Skin),Skin,Moderate,Moderate headache localized to the skin.
SYM01104,Severe Bad Breath (Left Arm),Left Arm,Severe,Severe bad breath localized to the left arm.
SYM01105,Mild Shortness of Breath (Left Leg),Left Leg,Mild,Mild shortness of breath localized to the left leg.
SYM01106,Moderate Pelvic Pain (Throat),Throat,Moderate,Moderate pelvic pain localized to the throat.
SYM01107,Severe Slurred Speech (Eyes),Eyes,Severe,Severe slurred speech localized to the eyes.
SYM01108,Severe Facial Drooping (Ears),Ears,Severe,Severe facial drooping localized to the ears.
SYM01109,Mild Blurred Vision (Eyes),Eyes,Mild,Mild blurred vision localized to the eyes.
SYM01110,Mild Rapid Heartbeat (Head),Head,Mild,Mild rapid heartbeat localized to the head.
SYM01111,Mild Back Pain (Neck),Neck,Mild,Mild back pain localized to the neck.
SYM01112,Severe Chills (Lower Back),Lower Back,Severe,Severe chills localized to the lower back.
SYM01113,Moderate Insomnia (Right Arm),Right Arm,Moderate,Moderate insomnia localized to the right arm.
SYM01114,Moderate Rapid Heartbeat (Eyes),Eyes,Moderate,Moderate rapid heartbeat localized to the eyes.
SYM01115,Severe Weight Gain (Left Leg),Left Leg,Severe,Severe weight gain localized to the left leg.
SYM01116,Mild Watery Eyes (Right Leg),Right Leg,Mild,Mild watery eyes localized to the right leg.
SYM01117,Severe Frequent Urination (Throat),Throat,Severe,Severe frequent urination localized to the throat.
SYM01118,Moderate Swelling (Left Arm),Left Arm,Moderate,Moderate swelling localized to the left arm.
SYM01119,Severe Difficulty Swallowing (Right Arm),Right Arm,Severe,Severe difficulty swallowing localized to the right arm.
SYM01120,Severe Excessive Thirst (Head),Head,Severe,Severe excessive thirst localized to the head.
SYM01121,Mild Brittle Nails (Neck),Neck,Mild,Mild brittle nails localized to the neck.
SYM01122,Mild Back Pain (Joints),Joints,Mild,Mild back pain localized to the joints.
SYM01123,Mild Weight Loss (Neck),Neck,Mild,Mild weight loss localized to the neck.
SYM01124,Severe Irregular Periods (Neck),Neck,Severe,Severe irregular periods localized to the neck.
SYM01125,Mild Loss Of Balance (Neck),Neck,Mild,Mild loss of balance localized to the neck.
SYM01126,Severe Painful Urination (Right Leg),Right Leg,Severe,Severe painful urination localized to the right leg.
SYM01127,Moderate Fever (Left Leg),Left Leg,Moderate,Moderate fever localized to the left leg.
SYM01128,Moderate Swelling (Joints),Joints,Moderate,Moderate swelling localized to the joints.
SYM01129,Moderate Numbness (Neck),Neck,Moderate,Moderate numbness localized to the neck.
SYM01130,Severe Depression (Ears),Ears,Severe,Severe depression localized to the ears.
SYM01131,Moderate Testicular Pain (Left Leg),Left Leg,Moderate,Moderate testicular pain localized to the left leg.
SYM01132,Mild Red Eyes (Throat),Throat,Mild,Mild red eyes localized to the throat.
SYM01133,Moderate Nausea (Neck),Neck,Moderate,Moderate nausea localized to the neck.
SYM01134,Severe Coughing Blood (Right Arm),Right Arm,Severe,Severe coughing blood localized to the right arm.
SYM01135,Severe Excessive Hunger (Lower Back),Lower Back,Severe,Severe excessive hunger localized to the lower back.
SYM01136,Mild Sensitivity To Light (Joints),Joints,Mild,Mild sensitivity to light localized to the joints.
SYM01137,Moderate Fever (Joints),Joints,Moderate,Moderate fever localized to the joints.
SYM01138,Moderate Slurred Speech (Left Leg),Left Leg,Moderate,Moderate slurred speech localized to the left leg.
SYM01139,Severe Rapid Heartbeat (Neck),Neck,Severe,Severe rapid heartbeat localized to the neck.
SYM01140,Mild Clubbing Of Fingers (Head),Head,Mild,Mild clubbing of fingers localized to the head.
SYM01141,Moderate Fatigue (Joints),Joints,Moderate,Moderate fatigue localized to the joints.
SYM01142,Mild Tremor (Joints),Joints,Mild,Mild tremor localized to the joints.
SYM01143,Severe Weight Gain (Skin),Skin,Severe,Severe weight gain localized to the skin.
SYM01144,Severe Persistent Cough (Head),Head,Severe,Severe persistent cough localized to the head.
SYM01145,Moderate Hearing Loss (Left Arm),Left Arm,Moderate,Moderate hearing loss localized to the left arm.
SYM01146,Mild Chills (Head),Head,Mild,Mild chills localized to the head.
SYM01147,Moderate Chest Tightness (Throat),Throat,Moderate,Moderate chest tightness localized to the throat.
SYM01148,Mild Sneezing (Abdomen),Abdomen,Mild,Mild sneezing localized to the abdomen.
SYM01149,Severe Hoarseness (Head),Head,Severe,Severe hoarseness localized to the head.
SYM01150,Severe Irritability (Chest),Chest,Severe,Severe irritability localized to the chest.
SYM01151,Severe Dry Mouth (Joints),Joints,Severe,Severe dry mouth localized to the joints.
SYM01152,Severe Muscle Weakness (Lower Back),Lower Back,Severe,Severe muscle weakness localized to the lower back.
SYM01153,Moderate Hair Loss (Left Arm),Left Arm,Moderate,Moderate hair loss localized to the left arm.
SYM01154,Severe Swollen Ankles (Left Leg),Left Leg,Severe,Severe swollen ankles localized to the left leg.
SYM01155,Moderate Depression (Skin),Skin,Moderate,Moderate depression localized to the skin.
SYM01156,Mild Rash (Abdomen),Abdomen,Mild,Mild rash localized to the abdomen.
SYM01157,Moderate Loss Of Smell (Abdomen),Abdomen,Moderate,Moderate loss of smell localized to the abdomen.
SYM01158,Severe Vomiting (Left Arm),Left Arm,Severe,Severe vomiting localized to the left arm.
SYM01159,Mild Headache (Right Arm),Right Arm,Mild,Mild headache localized to the right arm.
SYM01160,Severe Constipation (Left Arm),Left Arm,Severe,Severe constipation localized to the left arm.
SYM01161,Mild Uncontrolled Movements (Throat),Throat,Mild,Mild uncontrolled movements localized to the throat.
SYM01162,Mild Memory Loss (Ears),Ears,Mild,Mild memory loss localized to the ears.
SYM01163,Moderate Excessive Sleepiness (Eyes),Eyes,Moderate,Moderate excessive sleepiness localized to the eyes.
SYM01164,Mild Slurred Speech (Abdomen),Abdomen,Mild,Mild slurred speech localized to the abdomen.
SYM01165,Moderate Excessive Hunger (Eyes),Eyes,Moderate,Moderate excessive hunger localized to the eyes.
SYM01166,Mild Rash (Upper Back),Upper Back,Mild,Mild rash localized to the upper back.
SYM01167,Mild Nasal Congestion (Right Leg),Right Leg,Mild,Mild nasal congestion localized to the right leg.
SYM01168,Severe Headache (Left Leg),Left Leg,Severe,Severe headache localized to the left leg.
SYM01169,Mild Coughing Blood (Right Leg),Right Leg,Mild,Mild coughing blood localized to the right leg.
SYM01170,Moderate Blurred Vision (Head),Head,Moderate,Moderate blurred vision localized to the head.
SYM01171,Severe Seizure (Left Arm),Left Arm,Severe,Severe seizure localized to the left arm.
SYM01172,Severe Tremor (Ears),Ears,Severe,Severe tremor localized to the ears.
SYM01173,Mild Cold Hands And Feet (Left Arm),Left Arm,Mild,Mild cold hands and feet localized to the left arm.
SYM01174,Severe Gas (Ears),Ears,Severe,Severe gas localized to the ears.
SYM01175,Moderate Constipation (Right Leg),Right Leg,Moderate,Moderate constipation localized to the right leg.
SYM01176,Mild Clubbing Of Fingers (Whole Body),Whole Body,Mild,Mild clubbing of fingers localized to the whole body.
SYM01177,Severe Pelvic Pain (Upper Back),Upper Back,Severe,Severe pelvic pain localized to the upper back.
SYM01178,Mild Rapid Breathing (Joints),Joints,Mild,Mild rapid breathing localized to the joints.
SYM01179,Severe Joint Pain (Throat),Throat,Severe,Severe joint pain localized to the throat.
SYM01180,Mild Seizure (Head),Head,Mild,Mild seizure localized to the head.
SYM01181,Mild Uncontrolled Movements (Chest),Chest,Mild,Mild uncontrolled movements localized to the chest.
SYM01182,Mild Brittle Nails (Skin),Skin,Mild,Mild brittle nails localized to the skin.
SYM01183,Mild Jaundice (Ears),Ears,Mild,Mild jaundice localized to the ears.
SYM01184,Mild Fever (Joints),Joints,Mild,Mild fever localized to the joints.
SYM01185,Moderate Wheezing (Chest),Chest,Moderate,Moderate wheezing localized to the chest.
SYM01186,Severe Sweating (Right Arm),Right Arm,Severe,Severe sweating localized to the right arm.
SYM01187,Moderate Night Sweats (Left Leg),Left Leg,Moderate,Moderate night sweats localized to the left leg.
SYM01188,Severe Rapid Heartbeat (Throat),Throat,Severe,Severe rapid heartbeat localized to the throat.
